,Grouping,name,score,binary-artifacts,branch-protection,ci-tests,cii-best-practices,code-review,contributors,dangerous-workflow,dependency-update-tool,fuzzing,license,maintained,packaging,pinned-dependencies,sast,security-policy,signed-releases,token-permissions,vulnerabilities
136,Apache,github.com/apache/flex-utilities,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
137,Apache,github.com/apache/log4j-component,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
138,Apache,github.com/apache/cordova-mobile-spec,5.5,10,0,0,0,5,10,10,0,0,10,0,-1,10,0,10,-1,10,10
139,Apache,github.com/apache/ftpserver,4.9,8,0,-1,0,0,3,10,0,0,10,0,-1,10,0,10,-1,10,10
140,Apache,github.com/apache/stdcxx,4.9,9,0,-1,0,0,0,10,0,0,10,0,-1,10,0,10,-1,10,10
141,Apache,github.com/apache/geronimo-xbean,5.2,10,0,0,0,1,10,10,0,0,10,0,-1,10,0,10,-1,10,10
142,Apache,github.com/apache/directmemory-lightning,5.0,10,0,-1,0,0,10,10,0,0,0,0,-1,10,0,10,-1,10,10
143,Apache,github.com/apache/archiva-redback-core,6.2,10,3,10,0,2,10,10,10,0,0,10,-1,7,0,10,-1,0,10
144,Apache,github.com/apache/dubbo,5.7,9,0,9,2,8,10,10,0,0,10,10,-1,5,0,10,-1,0,10
145,Apache,github.com/apache/maven-indexer,5.5,0,0,10,0,5,10,10,10,0,0,10,-1,10,0,10,-1,0,10
146,Apache,github.com/apache/npanday,5.1,8,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
147,Apache,github.com/apache/karaf-eik,5.2,9,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
148,Apache,github.com/apache/phoenix,6.3,10,0,0,0,6,10,10,0,0,10,10,-1,7,0,10,-1,10,10
149,Apache,github.com/apache/servicemix-documentation,5.0,10,0,-1,0,0,10,10,0,0,0,0,-1,10,0,10,-1,10,10
150,Apache,github.com/apache/jsecurity,5.0,10,0,-1,0,0,0,10,0,0,10,0,-1,10,0,10,-1,10,10
151,Apache,github.com/apache/parquet-format,5.2,10,3,9,0,6,10,10,0,0,10,0,-1,9,0,10,-1,0,10
152,Apache,github.com/apache/uima-sandbox,5.2,9,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
153,Apache,github.com/apache/qpid-dispatch,6.7,10,0,10,0,7,10,10,10,0,10,10,10,5,0,10,-1,0,10
154,Apache,github.com/apache/spamassassin,5.9,10,0,-1,0,0,3,10,0,0,10,10,-1,10,0,10,-1,10,10
155,Apache,github.com/apache/flume,6.1,8,0,10,0,4,10,10,0,0,10,10,-1,9,10,10,-1,0,10
156,Apache,github.com/apache/maven-scm,5.5,10,0,9,0,5,10,10,0,0,0,10,-1,10,0,10,-1,0,10
157,Apache,github.com/apache/tapestry-5,5.8,8,0,0,0,0,10,10,0,0,10,10,-1,10,0,10,-1,10,10
158,Apache,github.com/apache/ddlutils,4.4,0,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
159,Apache,github.com/apache/manifoldcf-integration-solr-4.x,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
160,Apache,github.com/apache/synapse,4.8,0,3,10,0,2,10,10,0,0,10,10,-1,7,0,10,-1,0,10
161,Apache,github.com/apache/manifoldcf-integration-sharepoint-2010,5.0,10,0,-1,0,0,0,10,0,0,10,0,-1,10,0,10,-1,10,10
162,Apache,github.com/apache/servicemix-utils,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
163,Apache,github.com/apache/cordova-browser,6.2,10,3,10,0,7,10,10,0,0,10,0,-1,10,0,10,-1,10,10
164,Apache,github.com/apache/cordova-plugin-globalization,5.3,7,0,10,0,2,10,10,0,0,10,0,-1,10,0,10,-1,10,10
165,Apache,github.com/apache/geronimo-specs,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
166,Apache,github.com/apache/couchdb-khash,5.5,10,0,8,0,2,6,10,0,0,10,1,-1,10,0,10,-1,10,10
167,Apache,github.com/apache/cordova-plugin-statusbar,5.6,10,0,9,0,8,10,10,0,0,10,6,-1,9,0,10,-1,0,10
168,Apache,github.com/apache/avro,7.1,10,1,10,0,10,10,10,10,0,10,10,10,0,7,10,-1,0,10
169,Apache,github.com/apache/servicemix4-nmr,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
170,Apache,github.com/apache/opennlp,5.4,10,3,8,0,8,10,10,0,0,10,3,-1,5,0,10,-1,0,10
171,Apache,github.com/apache/manifoldcf-integration-sharepoint-2007,5.0,10,0,-1,0,0,0,10,0,0,10,0,-1,10,0,10,-1,10,10
172,Apache,github.com/apache/felix,5.0,10,0,-1,0,0,10,10,0,0,0,0,-1,10,0,10,-1,10,10
173,Apache,github.com/apache/incubator-pagespeed-ngx,5.9,10,1,8,0,10,10,10,0,0,10,4,-1,7,0,10,0,10,10
174,Apache,github.com/apache/johnzon,6.1,10,0,7,0,0,10,10,0,0,10,10,-1,10,0,10,-1,10,10
175,Apache,github.com/apache/streams,4.7,10,0,10,0,2,10,10,0,0,10,0,-1,9,0,10,-1,0,10
